*SOIL WATER BY LAYER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.021 -my_coup_branch  AUG 28, 2025 14:55:29

!----------------------------
! Variable Descriptions (unit)
!----------------------------
!YEAR    Year of current date of simulation (YYYY)
!DOY     Day of year (d)
!DAS     Days after start of simulation (d)
!LL#D    Volumetric soil water content at Lower Limit in soil layer # (cm3 [water] / cm3 [soil])
!DUL#D   Volumetric soil water content at Drained Upper Limit in soil layer # (cm3[water]/cm3[soil])
!SAT#D   Volumetric soil water content at Saturation in soil layer # (cm3 [water] / cm3 [soil])
!BD#D    Bulk density in soil layer # (g [soil] / cm3 [soil])
!SW#D    Volumetric soil water content in soil layer #  (cm3 [water] / cm3 [soil])

!                    0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150     0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150     0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150     0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150     0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150
@YEAR DOY   DAS     LL1D    LL2D    LL3D    LL4D    LL5D    LL6D    LL7D    LL8D    LL9D   DUL1D   DUL2D   DUL3D   DUL4D   DUL5D   DUL6D   DUL7D   DUL8D   DUL9D   SAT1D   SAT2D   SAT3D   SAT4D   SAT5D   SAT6D   SAT7D   SAT8D   SAT9D    BD1D    BD2D    BD3D    BD4D    BD5D    BD6D    BD7D    BD8D    BD9D    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 1975 183    52   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2865  0.2330  0.1995  0.1849  0.1728  0.1824  0.2119  0.2169  0.2223
 1975 184    53   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2639  0.2243  0.1940  0.1812  0.1705  0.1813  0.2110  0.2161  0.2217
 1975 185    54   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2404  0.2137  0.1865  0.1764  0.1675  0.1797  0.2099  0.2152  0.2209
 1975 186    55   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2186  0.2030  0.1785  0.1711  0.1643  0.1780  0.2089  0.2143  0.2201
 1975 187    56   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2076  0.1950  0.1711  0.1665  0.1616  0.1770  0.2088  0.2143  0.2201
 1975 188    57   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1943  0.1891  0.1658  0.1631  0.1595  0.1761  0.2087  0.2143  0.2201
 1975 189    58   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1753  0.1821  0.1603  0.1587  0.1569  0.1749  0.2085  0.2143  0.2202
 1975 190    59   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1547  0.1737  0.1562  0.1533  0.1541  0.1733  0.2082  0.2142  0.2202
 1975 191    60   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1340  0.1639  0.1528  0.1468  0.1514  0.1712  0.2078  0.2142  0.2202
 1975 192    61   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1215  0.1520  0.1497  0.1392  0.1487  0.1684  0.2070  0.2142  0.2202
 1975 193    62   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1117  0.1357  0.1464  0.1340  0.1457  0.1642  0.2058  0.2142  0.2202
 1975 194    63   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1035  0.1293  0.1429  0.1296  0.1425  0.1582  0.2038  0.2142  0.2202
 1975 195    64   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0964  0.1255  0.1403  0.1267  0.1400  0.1523  0.2016  0.2141  0.2202
 1975 196    65   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0902  0.1226  0.1382  0.1244  0.1380  0.1487  0.1992  0.2141  0.2202
 1975 197    66   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0996  0.1203  0.1364  0.1225  0.1363  0.1460  0.1966  0.2139  0.2202
 1975 198    67   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1046  0.1184  0.1348  0.1209  0.1348  0.1439  0.1939  0.2138  0.2203
 1975 199    68   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1024  0.1166  0.1335  0.1194  0.1334  0.1421  0.1911  0.2136  0.2203
 1975 200    69   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0982  0.1151  0.1322  0.1182  0.1322  0.1405  0.1881  0.2134  0.2203
 1975 201    70   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0935  0.1137  0.1311  0.1171  0.1311  0.1391  0.1850  0.2132  0.2203
 1975 202    71   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0886  0.1124  0.1301  0.1160  0.1301  0.1378  0.1818  0.2129  0.2203
 1975 203    72   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0838  0.1112  0.1291  0.1151  0.1292  0.1367  0.1785  0.2125  0.2203
 1975 204    73   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0792  0.1101  0.1282  0.1142  0.1283  0.1356  0.1750  0.2121  0.2203
 1975 205    74   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0750  0.1090  0.1273  0.1134  0.1275  0.1346  0.1715  0.2117  0.2203
 1975 206    75   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0710  0.1080  0.1265  0.1126  0.1267  0.1337  0.1678  0.2112  0.2203
 1975 207    76   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0673  0.1071  0.1258  0.1119  0.1260  0.1329  0.1641  0.2106  0.2204
 1975 208    77   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0639  0.1062  0.1251  0.1112  0.1253  0.1321  0.1604  0.2101  0.2204
 1975 209    78   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0607  0.1053  0.1244  0.1106  0.1247  0.1314  0.1566  0.2095  0.2204
 1975 210    79   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.0833  0.1045  0.1238  0.1100  0.1241  0.1307  0.1534  0.2089  0.2204
 1975 211    80   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1005  0.1037  0.1232  0.1094  0.1235  0.1300  0.1510  0.2083  0.2204
 1975 212    81   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.4163  0.1189  0.1219  0.1085  0.1226  0.1291  0.1489  0.2072  0.2199
 1975 213    82   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.4475  0.1437  0.1211  0.1078  0.1219  0.1285  0.1479  0.2064  0.2195
 1975 214    83   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.4190  0.1501  0.1199  0.1068  0.1210  0.1276  0.1466  0.2052  0.2186
 1975 215    84   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.3959  0.1504  0.1192  0.1061  0.1203  0.1269  0.1458  0.2044  0.2180
 1975 216    85   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.3685  0.1471  0.1184  0.1053  0.1196  0.1263  0.1449  0.2035  0.2173
 1975 217    86   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.3225  0.1379  0.1166  0.1039  0.1184  0.1251  0.1435  0.2019  0.2161
 1975 218    87   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2754  0.1303  0.1147  0.1024  0.1170  0.1238  0.1419  0.2001  0.2148
 1975 219    88   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.3278  0.1294  0.1140  0.1018  0.1164  0.1233  0.1413  0.1994  0.2142
 1975 220    89   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.3189  0.1279  0.1124  0.1007  0.1153  0.1223  0.1401  0.1980  0.2131
 1975 221    90   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2848  0.1252  0.1108  0.0994  0.1142  0.1212  0.1389  0.1965  0.2119
 1975 222    91   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2514  0.1220  0.1092  0.0982  0.1131  0.1202  0.1377  0.1950  0.2107
 1975 223    92   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2267  0.1185  0.1076  0.0970  0.1120  0.1191  0.1366  0.1936  0.2095
 1975 224    93   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2075  0.1183  0.1077  0.0970  0.1119  0.1191  0.1365  0.1935  0.2096
 1975 225    94   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1901  0.1180  0.1078  0.0970  0.1119  0.1191  0.1365  0.1934  0.2096
 1975 226    95   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1751  0.1177  0.1079  0.0969  0.1119  0.1191  0.1365  0.1934  0.2096
 1975 227    96   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1616  0.1173  0.1080  0.0969  0.1119  0.1190  0.1365  0.1934  0.2096
 1975 228    97   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1493  0.1169  0.1080  0.0969  0.1118  0.1190  0.1364  0.1934  0.2096
 1975 229    98   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1621  0.1166  0.1081  0.0968  0.1118  0.1190  0.1364  0.1933  0.2096
 1975 230    99   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.1658  0.1164  0.1081  0.0968  0.1118  0.1190  0.1364  0.1933  0.2096
 1975 231   100   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2373  0.1178  0.1082  0.0968  0.1118  0.1190  0.1364  0.1933  0.2096
 1975 232   101   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2944  0.1208  0.1067  0.0957  0.1108  0.1180  0.1354  0.1921  0.2085
 1975 233   102   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.5330  0.1586  0.1053  0.0944  0.1096  0.1169  0.1342  0.1905  0.2071

*DSSAT Cropping System Model Ver. 4.8.5.021 -my_coup_branch  AUG 29, 2025 12:48:59
!                    0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150     0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150     0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150     0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150     0-5    5-15   15-30   30-45   45-60   60-75   75-90  90-120 120-150
@YEAR DOY   DAS     LL1D    LL2D    LL3D    LL4D    LL5D    LL6D    LL7D    LL8D    LL9D   DUL1D   DUL2D   DUL3D   DUL4D   DUL5D   DUL6D   DUL7D   DUL8D   DUL9D   SAT1D   SAT2D   SAT3D   SAT4D   SAT5D   SAT6D   SAT7D   SAT8D   SAT9D    BD1D    BD2D    BD3D    BD4D    BD5D    BD6D    BD7D    BD8D    BD9D    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 1975 132     1   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2259  0.2240  0.2488  0.2198  0.2183  0.2186  0.2486  0.2488  0.2490
 1975 133     2   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2491  0.2202  0.2476  0.2196  0.2168  0.2173  0.2473  0.2477  0.2481
 1975 134     3   0.0960  0.0960  0.1120  0.0940  0.1030  0.1030  0.1020  0.1020  0.1020  0.2300  0.2300  0.2500  0.2200  0.2200  0.2200  0.2500  0.2500  0.2500  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  0.4400  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  1.2000  0.2413  0.2158  0.2455  0.2187  0.2149  0.2156  0.2456  0.2463  0.2470
