"Time","time_d","Head_1","Rain_2","ET_3_AET","ET_3_PET","NET1.Sources.Sinks","PM","Overland","ET.Interception.Storage","NET2.Accumulation","ERROR..NET1.NET2.","Error.rel","Error.percent","Olf2PM","PM2Olf","Canopy_evap","Surf_evap","PM_evap","PM_trans","Tot_ET"
79.0572549470744,0.001758473200141,0.00080676175636,0.0192,-0.0051348779866,0.019072,0.01487188377,0.014871775972,0.000000062017232344,0,0.014871837989,0.000000045780263211,0.0000030783143805,0.00022882395346,0.018273694195,0,0,-0.0000015214707602,-0.0011558797479,-0.003977476768,-0.0051348779866
79.0590134202745,0.001758473200141,0.00080675479143,0.0192,-0.0051375277115,0.019072,0.01486922708,0.014869116356,0.000000063104781317,0,0.01486917946,0.000000047619469036,0.0000032025568668,0.00023801695744,0.018282848948,0,0,-0.000001551533146,-0.0011570365093,-0.003978939669,-0.0051375277115
79.0607718934747,0.001758473200141,0.00080674782665,0.0192,-0.0051401936328,0.019072,0.014866554194,0.014866441275,0.000000064031393914,0,0.014866505306,0.000000048887729545,0.0000032884425866,0.00024435620406,0.018293589398,0,0,-0.0000015822108017,-0.0011582029989,-0.0039804084231,-0.0051401936328
79.0625303666748,0.001758473200141,0.00080674086203,0.0192,-0.0051428755278,0.019072,0.014863865334,0.014863751151,0.0000000648289251,0,0.01486381598,0.000000049354041864,0.0000033204097785,0.00024668706515,0.018305152655,0,0,-0.0000016134476532,-0.0011593791735,-0.0039818829066,-0.0051428755278
79.0642888398749,0.001758473200141,0.00080673389755,0.0192,-0.0051455732092,0.019072,0.014861160688,0.014861045378,0.000000065578053193,0,0.014861110956,0.000000049732152218,0.0000033464570146,0.00024857706646,0.018317251499,0,0,-0.0000016452254351,-0.0011605649861,-0.0039833629976,-0.0051455732092
79.0660473130751,0.001758473200141,0.00080672693323,0.0192,-0.0051482864955,0.019072,0.014858440438,0.014858324108,0.00000006629039615,0,0.014858390398,0.000000050039533022,0.0000033677570329,0.00025011354026,0.01832967544,0,0,-0.0000016775310388,-0.001161760389,-0.0039848485755,-0.0051482864955
79.0678057862752,0.001758473200141,0.00080671996905,0.0192,-0.00515101521,0.019072,0.014855704759,0.014855587496,0.000000066974632356,0,0.01485565447,0.000000050288951333,0.0000033851666593,0.00025136029999,0.018342270539,0,0,-0.0000017103552239,-0.0011629653333,-0.0039863395214,-0.00515101521
79.0695642594754,0.001758473200141,0.00080671300503,0.0192,-0.0051537591798,0.019072,0.014852953825,0.014852835698,0.000000067637218079,0,0.014852903335,0.000000050489827505,0.0000033993180019,0.00025236443134,0.018354924411,0,0,-0.0000017436916366,-0.0011641797698,-0.0039878357183,-0.0051537591798
79.0713227326755,0.001758473200141,0.00080670604116,0.0192,-0.0051565182354,0.019072,0.014850187806,0.014850068874,0.000000068282931167,0,0.014850137157,0.00000005064892254,0.0000034106645368,0.00025315972772,0.018367555082,0,0,-0.000001777536063,-0.0011654036487,-0.0039893370506,-0.0051565182354
79.0730812058756,0.001758473200141,0.00080669907744,0.0192,-0.0051592922101,0.019072,0.014847406867,0.014847287181,0.000000068915287622,0,0.014847356096,0.000000050771041505,0.0000034195283234,0.00025377020621,0.018380102751,0,0,-0.0000018118858639,-0.0011666369195,-0.0039908434047,-0.0051592922101
79.0748396790758,0.001758473200141,0.00080669211387,0.0192,-0.0051620809399,0.019072,0.014844611174,0.014844490778,0.000000069536854699,0,0.014844560314,0.000000050859592383,0.0000034261375332,0.00025421290083,0.0183925237,0,0,-0.0000018467395456,-0.0011678795317,-0.0039923546686,-0.0051620809399
79.0765981522759,0.001758473200141,0.00080668515046,0.0192,-0.0051648827671,0.019072,0.014841802383,0.014841714667,0.000000066901348859,0,0.014841781569,0.000000020814793023,0.0000014024447356,0.00010403918923,0.01838873516,0,0,-0.0000018804550816,-0.0011691315796,-0.0039938707325,-0.0051648827671
79.0784822307047,0.00188407842873062,0.00080667768982,0.0192,-0.0051678994676,0.019072,0.014838778222,0.014838691226,0.000000065142636994,0,0.014838756368,0.000000021853814107,0.0000014727513191,0.00010923259947,0.018372482542,0,0,-0.000001915819027,-0.0011704833964,-0.0039955002523,-0.0051678994676
79.080500886164,0.0020186554593522,0.00080666969648,0.0192,-0.0051711509641,0.019072,0.014835518732,0.01483538726,0.000000068170925079,0,0.014835455431,0.000000063301855721,0.0000042669212931,0.00031640376275,0.018368738409,0,0,-0.0000019556990039,-0.0011719433142,-0.0039972519509,-0.0051711509641
79.0825195416234,0.0020186554593522,0.00080666170334,0.0192,-0.0051744215849,0.019072,0.014832240118,0.014832104891,0.000000069931650865,0,0.014832174822,0.00000006529627649,0.0000044023303086,0.00032637267255,0.0183710926,0,0,-0.0000019968583863,-0.0011734152026,-0.0039990095239,-0.0051744215849
79.0845381970827,0.0020186554593522,0.00080665371039,0.0192,-0.0051777109395,0.019072,0.014828942771,0.014828804613,0.000000071372850242,0,0.014828875986,0.000000066785238798,0.0000045037188571,0.00033381513852,0.018377589065,0,0,-0.0000020391244684,-0.0011748989985,-0.0040007728166,-0.0051777109395
79.0865568525421,0.0020186554593522,0.00080664571765,0.0192,-0.0051810186857,0.019072,0.014825627032,0.014825486535,0.000000072585050264,0,0.01482555912,0.000000067912308775,0.0000045807481986,0.00033944874985,0.018386857638,0,0,-0.0000020823741523,-0.0011763946344,-0.0040025416772,-0.0051810186857
79.0885755080014,0.0020186554593522,0.0008066377251,0.0192,-0.0051843445173,0.019072,0.014822293208,0.014822150795,0.000000073633387812,0,0.014822224428,0.000000068779651538,0.0000046402948689,0.00034378416045,0.01839794208,0,0,-0.000002126520229,-0.0011779020398,-0.0040043159573,-0.0051843445173
79.0905941634608,0.0020186554593522,0.00080662973275,0.0192,-0.0051876881546,0.019072,0.014818941578,0.014818797554,0.000000074564551101,0,0.014818872118,0.000000069460074189,0.000004687260329,0.00034718528366,0.018410177635,0,0,-0.0000021715013607,-0.0011794211416,-0.0040060955116,-0.0051876881546
79.0926128189201,0.0020186554593522,0.0008066217406,0.0192,-0.0051910493381,0.019072,0.014815572402,0.014815426986,0.000000075411854828,0,0.014815502398,0.000000070004443983,0.0000047250695059,0.00034990637045,0.018423104007,0,0,-0.0000022172747765,-0.0011809518654,-0.004007880198,-0.0051910493381
79.0946314743795,0.0020186554593522,0.00080661374866,0.0192,-0.0051944278238,0.019072,0.014812185925,0.014812039277,0.000000076198948005,0,0.014812115476,0.000000070448523586,0.0000047561306261,0.00035212617423,0.018436403661,0,0,-0.0000022638109561,-0.0011824941354,-0.0040096698774,-0.0051944278238
79.0966501298388,0.0020186554593522,0.0008066057569,0.0192,-0.0051978233791,0.019072,0.014808782378,0.014808634618,0.00000007694251686,0,0.014808711561,0.000000070816890095,0.0000047820987314,0.0003539675393,0.018449858223,0,0,-0.0000023110897729,-0.0011840478753,-0.004011464414,-0.0051978233791
79.0986687852982,0.0020186554593522,0.00080659776535,0.0192,-0.005201235781,0.019072,0.014805361984,0.014805213204,0.00000007765424399,0,0.014805290858,0.000000071125882873,0.0000048040739426,0.00035551213508,0.018463317746,0,0,-0.0000023590976991,-0.0011856130083,-0.004013263675,-0.005201235781
79.1006874407575,0.0020186554593522,0.000806589774,0.0192,-0.0052046648136,0.019072,0.01480192496,0.014801775232,0.00000007834222388,0,0.014801853574,0.000000071386244464,0.0000048227792531,0.00035681365625,0.018476679099,0,0,-0.0000024078257843,-0.0011871894573,-0.0040150675306,-0.0052046648136
79.1027060962169,0.0020186554593522,0.00080658178285,0.0192,-0.0052081102672,0.019072,0.014798471516,0.0147983209,0.000000079011973098,0,0.014798399912,0.000000071604169455,0.000004838630977,0.00035790306526,0.018489870782,0,0,-0.0000024572681885,-0.0011887771449,-0.0040168758541,-0.0052081102672
79.1047247516762,0.0020186554593522,0.00080657379189,0.0192,-0.005211571937,0.019072,0.014795001855,0.014794850405,0.000000079667147247,0,0.014794930072,0.000000071782535568,0.0000048518216091,0.00035879474574,0.018502842229,0,0,-0.0000025074211097,-0.0011903759942,-0.0040186885217,-0.005211571937
79.1067434071356,0.0020186554593522,0.00080656580114,0.0192,-0.0052150496228,0.019072,0.014791516178,0.014791363947,0.000000080310026709,0,0.014791444257,0.00000007192138326,0.0000048623519893,0.00035948889967,0.018515556147,0,0,-0.0000025582819791,-0.0011919859279,-0.0040205054129,-0.0052150496228
79.1087620625949,0.0020186554593522,0.00080655781058,0.0192,-0.0052185431277,0.019072,0.014788014683,0.014787861723,0.000000080941846566,0,0.014787942665,0.000000072018111844,0.0000048700443402,0.00035997252764,0.018527982937,0,0,-0.0000026098488356,-0.0011936068693,-0.0040223264095,-0.0052185431277
