*SOIL WATER BY LAYER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.021 -develop  JUL 11, 2025 15:07:12

!----------------------------
! Variable Descriptions (unit)
!----------------------------
!YEAR    Year of current date of simulation (YYYY)
!DOY     Day of year (d)
!DAS     Days after start of simulation (d)
!LL#D    Volumetric soil water content at Lower Limit in soil layer # (cm3 [water] / cm3 [soil])
!DUL#D   Volumetric soil water content at Drained Upper Limit in soil layer # (cm3[water]/cm3[soil])
!SAT#D   Volumetric soil water content at Saturation in soil layer # (cm3 [water] / cm3 [soil])
!BD#D    Bulk density in soil layer # (g [soil] / cm3 [soil])
!SW#D    Volumetric soil water content in soil layer #  (cm3 [water] / cm3 [soil])

!                    0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS     LL1D    LL2D    LL3D    LL4D    LL5D    LL6D    LL7D    LL8D    LL9D   DUL1D   DUL2D   DUL3D   DUL4D   DUL5D   DUL6D   DUL7D   DUL8D   DUL9D   SAT1D   SAT2D   SAT3D   SAT4D   SAT5D   SAT6D   SAT7D   SAT8D   SAT9D    BD1D    BD2D    BD3D    BD4D    BD5D    BD6D    BD7D    BD8D    BD9D    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 1982 094    39   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0439  0.0581  0.0670  0.0801  0.0847  0.0897  0.0896  0.1281  0.2530
 1982 095    40   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0404  0.0554  0.0629  0.0782  0.0843  0.0897  0.0896  0.1281  0.2530
 1982 096    41   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0372  0.0522  0.0585  0.0749  0.0833  0.0897  0.0896  0.1281  0.2530
 1982 097    42   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0343  0.0496  0.0553  0.0710  0.0819  0.0896  0.0896  0.1281  0.2530
 1982 098    43   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.1512  0.1362  0.1362  0.1300  0.1132  0.0987  0.0955  0.1329  0.2584
 1982 099    44   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.1416  0.1323  0.1339  0.1351  0.1356  0.1385  0.1386  0.1646  0.2931
 1982 100    45   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.1408  0.1127  0.1140  0.1215  0.1264  0.1200  0.1265  0.1648  0.2934
 1982 101    46   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.1287  0.1271  0.1306  0.1334  0.1345  0.1354  0.1321  0.1640  0.2923
 1982 102    47   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0819  0.0896  0.0954  0.0991  0.1010  0.1047  0.1038  0.1408  0.2682
 1982 103    48   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0607  0.0774  0.0836  0.0874  0.0894  0.0941  0.0940  0.1328  0.2599
 1982 104    49   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0476  0.0659  0.0770  0.0836  0.0853  0.0904  0.0906  0.1318  0.2583
 1982 105    50   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0422  0.0574  0.0708  0.0802  0.0837  0.0897  0.0900  0.1311  0.2570
 1982 106    51   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0379  0.0528  0.0621  0.0758  0.0823  0.0897  0.0900  0.1311  0.2570
 1982 107    52   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0435  0.0481  0.0555  0.0683  0.0800  0.0897  0.0900  0.1311  0.2570
 1982 108    53   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0462  0.0444  0.0513  0.0603  0.0768  0.0897  0.0900  0.1311  0.2570
 1982 109    54   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0338  0.0403  0.0468  0.0547  0.0714  0.0897  0.0900  0.1311  0.2570
 1982 110    55   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0294  0.0376  0.0441  0.0517  0.0655  0.0897  0.0900  0.1311  0.2570
 1982 111    56   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0262  0.0355  0.0420  0.0495  0.0622  0.0897  0.0900  0.1310  0.2570
 1982 112    57   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0247  0.0337  0.0402  0.0476  0.0595  0.0896  0.0900  0.1310  0.2570
 1982 113    58   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0233  0.0322  0.0386  0.0460  0.0571  0.0895  0.0900  0.1310  0.2570
 1982 114    59   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0220  0.0309  0.0372  0.0447  0.0552  0.0895  0.0900  0.1310  0.2570
 1982 115    60   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0966  0.0333  0.0361  0.0435  0.0537  0.0894  0.0900  0.1310  0.2570
 1982 116    61   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.1167  0.1351  0.0913  0.0541  0.0532  0.0891  0.0898  0.1308  0.2565
 1982 117    62   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0777  0.0891  0.0872  0.0723  0.0526  0.0886  0.0894  0.1303  0.2557
 1982 118    63   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0531  0.0722  0.0787  0.0696  0.0520  0.0881  0.0890  0.1298  0.2548
 1982 119    64   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0461  0.0591  0.0713  0.0662  0.0518  0.0881  0.0890  0.1298  0.2548
 1982 120    65   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0405  0.0509  0.0584  0.0623  0.0515  0.0880  0.0890  0.1298  0.2548
 1982 121    66   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0349  0.0438  0.0497  0.0566  0.0507  0.0879  0.0890  0.1298  0.2548
 1982 122    67   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0301  0.0383  0.0441  0.0515  0.0494  0.0877  0.0890  0.1297  0.2548
 1982 123    68   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0268  0.0350  0.0408  0.0483  0.0481  0.0874  0.0890  0.1297  0.2548
 1982 124    69   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0252  0.0326  0.0384  0.0460  0.0469  0.0869  0.0890  0.1297  0.2548
 1982 125    70   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0238  0.0307  0.0364  0.0441  0.0457  0.0864  0.0890  0.1297  0.2548
 1982 126    71   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0225  0.0291  0.0348  0.0425  0.0446  0.0857  0.0890  0.1297  0.2548
 1982 127    72   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0213  0.0277  0.0334  0.0411  0.0435  0.0850  0.0890  0.1297  0.2548
 1982 128    73   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0394  0.0264  0.0321  0.0399  0.0425  0.0842  0.0890  0.1297  0.2548
 1982 129    74   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0326  0.0253  0.0310  0.0388  0.0416  0.0834  0.0890  0.1297  0.2548
 1982 130    75   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0286  0.0250  0.0300  0.0379  0.0408  0.0825  0.0889  0.1297  0.2548
 1982 131    76   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0260  0.0249  0.0290  0.0369  0.0400  0.0815  0.0889  0.1297  0.2548
 1982 132    77   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0245  0.0248  0.0282  0.0361  0.0392  0.0805  0.0889  0.1297  0.2548
 1982 133    78   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0231  0.0247  0.0273  0.0353  0.0384  0.0793  0.0889  0.1297  0.2548
 1982 134    79   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0219  0.0247  0.0266  0.0346  0.0378  0.0782  0.0889  0.1297  0.2548
 1982 135    80   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0207  0.0246  0.0259  0.0339  0.0371  0.0770  0.0889  0.1297  0.2547
 1982 136    81   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0197  0.0245  0.0253  0.0333  0.0365  0.0759  0.0889  0.1297  0.2547
 1982 137    82   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0187  0.0244  0.0250  0.0327  0.0360  0.0748  0.0889  0.1297  0.2547
 1982 138    83   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0178  0.0243  0.0250  0.0322  0.0354  0.0738  0.0889  0.1297  0.2547
 1982 139    84   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0170  0.0242  0.0250  0.0316  0.0349  0.0729  0.0889  0.1297  0.2547
 1982 140    85   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0162  0.0242  0.0249  0.0312  0.0345  0.0721  0.0889  0.1297  0.2547
 1982 141    86   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0155  0.0241  0.0249  0.0307  0.0340  0.0713  0.0889  0.1297  0.2547
 1982 142    87   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0532  0.0240  0.0249  0.0303  0.0336  0.0707  0.0889  0.1297  0.2547
 1982 143    88   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.1246  0.1342  0.1078  0.0717  0.0329  0.0696  0.0884  0.1291  0.2537
 1982 144    89   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.1143  0.0995  0.0967  0.0894  0.0466  0.0689  0.0878  0.1283  0.2524
 1982 145    90   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.1029  0.0849  0.0868  0.0889  0.0587  0.0683  0.0872  0.1275  0.2510
 1982 146    91   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0925  0.0793  0.0816  0.0850  0.0613  0.0678  0.0867  0.1269  0.2500
 1982 147    92   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0777  0.0712  0.0763  0.0827  0.0607  0.0678  0.0867  0.1269  0.2500
 1982 148    93   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.1026  0.0748  0.0700  0.0786  0.0592  0.0670  0.0859  0.1259  0.2484
 1982 149    94   0.0260  0.0250  0.0250  0.0250  0.0250  0.0280  0.0280  0.0290  0.0700  0.0960  0.0860  0.0860  0.0860  0.0860  0.0900  0.0900  0.1300  0.2580  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.2300  0.3600  1.3000  1.3000  1.4000  1.4000  1.4000  1.4500  1.4500  1.4500  1.2000  0.0788  0.0653  0.0623  0.0748  0.0579  0.0663  0.0853  0.1251  0.2469
