TITLE = "Flow data at observation well: sat_prof"
VARIABLES="H","P","S","VWC","Ho","Po","X","Y","Z","Zsurf","Node"
DATASETAUXDATA Source="HydroGeoSphere, Aquanty Inc."
DATASETAUXDATA HGS_Version="2845"
DATASETAUXDATA Date_Created="2025-08-04T11:45:15+02:00"
DATASETAUXDATA Model_Prefix="lys_e_day1"
DATASETAUXDATA Mass_Base_Unit="kg"
DATASETAUXDATA Length_Base_Unit="m"
DATASETAUXDATA Time_Base_Unit="d"
DATASETAUXDATA Temperature_Base_Unit="deg C"
# H units: (m)
# P units: (m)
# S units: (-)
# VWC units: (-)
# Ho units: (m)
# Po units: (m)
# X units: (m)
# Y units: (m)
# Z units: (m)
# Zsurf units: (m)
VARAUXDATA 1 Units="(m)"
VARAUXDATA 2 Units="(m)"
VARAUXDATA 3 Units="(-)"
VARAUXDATA 4 Units="(-)"
VARAUXDATA 5 Units="(m)"
VARAUXDATA 6 Units="(m)"
VARAUXDATA 7 Units="(m)"
VARAUXDATA 8 Units="(m)"
VARAUXDATA 9 Units="(m)"
VARAUXDATA 10 Units="(m)"
ZONE T="sat_prof", SOLUTIONTIME=1.157407000000000E-005, I=13
   3.0000000000E-001   3.0000000000E-001   1.0000000000E+000   4.3999999762E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   0.0000000000E+000   3.0000000000E+000  1
  -4.4583060221E-001  -9.4583060221E-001   7.5054993509E-001   3.3024196965E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   5.0000000000E-001   3.0000000000E+000  10
  -1.1730760886E+000  -2.1730760886E+000   5.7183690756E-001   2.5160823796E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   1.0000000000E+000   3.0000000000E+000  19
  -6.9261659674E-001  -2.1926165967E+000   5.6997488779E-001   2.5078894927E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   1.5000000000E+000   3.0000000000E+000  28
  -3.9288897471E-001  -2.1928889747E+000   5.6994907528E-001   2.5077759176E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   1.8000000000E+000   3.0000000000E+000  37
  -1.0063770363E-001  -2.2006377036E+000   5.6921637726E-001   2.5045520464E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   2.1000000000E+000   3.0000000000E+000  46
  -2.1853552165E-001  -2.4685355216E+000   5.4567628525E-001   2.4009756421E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   2.2500000000E+000   3.0000000000E+000  55
  -6.9149913766E-001  -3.0914991377E+000   5.0162597863E-001   2.2071542940E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   2.4000000000E+000   3.0000000000E+000  64
  -5.5479294173E-001  -3.1047929417E+000   5.0081514967E-001   2.2035866466E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   2.5500000000E+000   3.0000000000E+000  73
  -6.0655412404E-002  -2.7606554124E+000   5.2341782234E-001   2.8369245746E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   2.7000000000E+000   3.0000000000E+000  82
   3.5079353531E-001  -2.4992064647E+000   5.4318537519E-001   3.4981137826E-001  -9.9900000000E+002  -9.9900000000E+002   0.0000000000E+000   0.0000000000E+000   2.8500000000E+000   3.0000000000E+000  91
